10366168602403110002R0000009091A ACH    
10928547952403280001P0000002325C BRN    
10090651322403200001P0000011050{ WEB    
10196488352403250001P0000001830B LBX    
10863477072403030002P0001798974D WEB    
10130421842403010001P0000000853G LBX    
10860916372403040001P0000003620{ BRN    
10503942732403060001P0000013469D IVR    
10999470602403240001P0000007648H ACH    
10660978692403220001P0000004539B WEB    
10887312702403060002R0000008250{ IVR    
10931093052403210001P0000024900{ ACH    
10465997862403220002R0000004874I BRN    
10384330202403040001P0000005953H ACH    
10063040212403210001P0000002190{VIVR    
10534255842403140001P0000004201{ ACH    
10508283822403080002R0000003960E ACH    
10545027452403190002P0000001782D IVR    
10036388792403140001P0000003150{ WEB    
10647365392403190001P0000019680{ ACH    
10348574602403250002P0000000789O ACH    
10152911432403140001P0000029343{ IVR    
10400103272403140002R0000037421B WEB    
10992905842403010003P0000007197E BRN    
10882211332403290001P0000003460{ WEB    
10024690252403080001P0000007229A LBX    
10549671602403210001P0000006042E ACH    
10734790312403160001P0000002149G BRN    
10882211332403280003P0000001730{ IVR    
10379710202403070001P0000005553{ LBX    
10700932022403050003P0000001980C BRN    
10067155992403280001P0000009035{ BRN    
10198989872403070001P0000027670{ LBX    
10491631572403180001P0000001690{ IVR    
10010361702403160002P0000000701F LBX    
10583626042403060001P0000008436DVBRN    
10237031812403200001P0000003747G IVR    
10107908482403300002P0000010642A ACH    
10315820822403030001P0000013316F WEB    
10028847492403120001P0000029127A ACH    
10690025752403050001P0000003110{ IVR    
10096566862403230001P0000009095{ IVR    
10780498842403100001P0000003539E BRN    
10941453612403260002R0000002270{ WEB    
10727212222403110002P0000005731A BRN    
10230654892403070001P0000003139I BRN    
10864871112403150001P0000000942E BRN    
10225652562403190001P0000005400{ ACH    
10039679382403200001P0000000710{ ACH    
10299670322403070001P0000000584C IVR    
10788856762403120002P0000008425A WEB    
10501561402403140001P0000000760{ ACH    
10599132082403110002P0000001250G ACH    
10873091682403120001P0000001857B LBX    
10278508592403070002R0000025740{ WEB    
10348574602403110001P0000002983D LBX    
10554151812403030001P0000003620{ IVR    
10791946182403200003P0000002238E IVR    
10803806032403140001P0000012364{ LBX    
10710926242403060001P0000007604F IVR    
10170439622403290001P0000030462I BRN    
10739295032403110002R0000011472E BRN    
10123213842403230003P0000005830{ IVR    
10518627262403220002P0000000697I LBX    
10799334902403010001P0000013350{ WEB    
10714729532403180001P0000039351B IVR    
10961059122403250001P0000001660{ BRN    
10002336512403210001P0000014230{ LBX    
10530667642403150002P0000000382F WEB    
10534255842403280002P0000002100E WEB    
10175831132403160001P0000001531E WEB    
10076399232403210001P0000021206H WEB    
10009633032403040001P0000001000{ LBX    
10808739162403010001P0000009250{ BRN    
10662363042403110001P0000001049D IVR    
10644646232403070002P0000005446H ACH    
10508283822403070001P0000003960E LBX    
10918789672403200001P0000008690{ WEB    
10265965932403190002P0000002064G IVR    
10503942732403220002P0000006734F WEB    
10781530562403020001P0000033053F IVR    
10552244282403140001P0000012560G WEB    
10393501062403280001P0000003150{ IVR    
10995285402403230003P0000004373E LBX    
10383683582403020001P0000000342C WEB    
10545920932403120001P0000007720{ LBX    
10513571952403110001P0000001545{ LBX    
10364252662403110001P0000019418I WEB    
10706436682403270001P0000000760{ IVR    
10344706342403100003P0000000652G ACH    
10186543932403200002R0000003879E WEB    
10687805022403010001P0000004930{ ACH    
10964428002403020001P0000007030G ACH    
10667996782403130001P0000001170{VLBX    
10295200112403290001P0000006780{ BRN    
10482905712403010001P0000004049BVIVR    
10236075542403240003P0000000396E BRN    
10003009692403010001P0000002913D ACH    
10271690772403050001P0000002340{VIVR    
10373134082403220002P0000002451D LBX    
10495015962403140003P0000009221G WEB    
10726814832403150001P0000004305{ ACH    
10100002502403100001P0000000810{ ACH    
10999470602403300003P0000003824C BRN    
10765442632403150001P0000017717IVACH    
10494101082403010001P0000002747{ BRN    
10750968232403220002R0000005941E LBX    
10579698052403160001P0000001970{VACH    
10265869762403170001P0000001760{ IVR    
10918026092403230001P0000002280{ ACH    
10107908482403300001P0000010642B ACH    
10856073512403210001P0000018388HVACH    
10096566862403120003P0000004547E ACH    
10328877072403190003P0000006282E ACH    
10949218282403180001P0000035940{ ACH    
10288121252403220002R0000002104C BRN    
10726814832403230002P0000002152E LBX    
10130421842403300002P0000000853G WEB    
10993461512403200002P0000003890{ BRN    
10417045092403210001P0000021240{ IVR    
10102971782403100004P0000596473I LBX    
10825258582403140001P0000002516B ACH    
10010361702403200003P0000000701F LBX    
10226519162403170001P0000004911D LBX    
10453811172403080001P0000018351{ IVR    
10887005132403290001P0000005923I BRN    
10900629752403040002R0000003700{ WEB    
10335572372403230002R0000018110D IVR    
10494101082403060002P0000001373E WEB    
10647074362403100001P0000002286{ LBX    
10586200572403170001P0000017630{ WEB    
10885222832403120001P0000001400{ WEB    
10789977582403210001P0000007830{ BRN    
10558290902403090001P0000000465{ ACH    
10251576012403100003P0000001352E BRN    
10337007582403090001P0000009240{VIVR    
10533986212403240001P0000020839F ACH    
10830394682403190001P0000002414F ACH    
10985078342403090001P0000001040{ WEB    
10306438962403040001P0000018230{VIVR    
10951165832403180001P0000002208D IVR    
10999470602403160002P0000003824D ACH    
10344706342403200001P0000001305C ACH    
10423253902403260001P0000009138B ACH    
10102971782403090003P0000000826G BRN    
10123862842403150001P0000002437G IVR    
10530667642403130003P0000000382E WEB    
10612059932403220001P0000003617G IVR    
10545027452403250001P0000001782D IVR    
10061573572403260003P0000001445{ LBX    
10474610262403050002P0000003170E BRN    
10272550142403060001P0000004555{ ACH    
10923085942403100002R0000021060{ IVR    
10921466712403240001P0000006495G WEB    
10249540242403090002P0000000238{ BRN    
10394975372403070002P0000002720{ IVR    
10059118242403230001P0000006817H WEB    
10474610262403150003P0000003170E IVR    
10791946182403220001P0000004477{ BRN    
10624214062403070001P0000017948D IVR    
10816523612403080002P0000015639C BRN    
10979039452403070001P0000017690{ BRN    
10476775982403210002P0000000368P IVR    
10400103272403090001P0000037421B ACH    
10015268662403070001P0000009089E WEB    
10390266702403280001P0000001459{ WEB    
10254584942403300001P0000006265{ IVR    
10055693132403190001P0000007702E ACH    
10350580272403060001P0000003400{ IVR    
10992905842403270001P0000014395{ IVR    
10104520472403160001P0000004300F ACH    
10318044822403090001P0000006470H IVR    
10513571952403240002P0000000772E ACH    
10730140302403130001P0000010440{ ACH    
10439023502403010001P0000025776{ LBX    
10225652562403220002R0000005400{ IVR    
10788856762403290003P0000008425A ACH    
10210173602403050003P0000005420I ACH    
10698325162403050001P0000008510{ LBX    
10528577652403080001P0000005730{ LBX    
10354916312403170002P0000015756E IVR    
10618410762403260001P0000021446{ IVR    
10897196402403060001P0000019635D ACH    
10335572372403190001P0000018110D ACH    
10207300042403070001P0000010484H BRN    
10210173602403260001P0000010841H WEB    
10149484912403250001P0000006835{ IVR    
10328877072403060002P0000006282D WEB    
10057357312403120001P0000002227{ IVR    
10086925982403150001P0000005000AVWEB    
10357486412403080001P0000002530{ WEB    
10412059632403080001P0000003847C WEB    
10253581632403250003P0000002796C LBX    
10960117362403250001P0000002686C ACH    
10941453612403210001P0000002270{ WEB    
10552067122403120002P0000000300{ IVR    
10039679382403050002P0000000355{ ACH    
10254584942403070002P0000006265{ ACH    
10206870012403090001P0000002360{ IVR    
10253581632403260002P0000002796C BRN    
10951165832403220002P0000001104B WEB    
10662363042403150002P0000001049C IVR    
10394975372403240001P0000002720{ ACH    
10868089422403100001P0000004450{VWEB    
10540423242403160002R0000011079D ACH    
10951165832403260003P0000001104C WEB    
10885043502403200001P0000010357GVACH    
10063470082403040001P0000001000{ LBX    
10652717502403050001P0000019836{ ACH    
10709057962403110001P0000001656H WEB    
10986817752403250001P0000002667F WEB    
10837897362403230001P0000013436C WEB    
10650264392403150001P0000004449D WEB    
10710503372403190001P0000006640{ LBX    
10872650042403200003P0000002867E ACH    
10395150682403190002P0000000512C BRN    
10265080712403090002P0000010810{ ACH    
10825258582403190002P0000001258{ IVR    
10450656892403060001P0000012259D LBX    
10029837022403190001P0000002820H IVR    
10938790072403170001P0000021060{ ACH    
10740599642403240002P0000005696A IVR    
10096566862403040002P0000004547E LBX    
10867200492403130001P0000001500E LBX    
10791946182403120002P0000002238E LBX    
10648678602403290001P0000002710H LBX    
10985078342403280002P0000000520{ BRN    
10776426882403120001P0000005976{ ACH    
10036388792403160002R0000003150{ WEB    
10563984932403190001P0000010330{ IVR    
